content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,tokens,clean_tokens,stemmed_tokens,final_text
coba sendiri saja,1,0,,2022-07-21 11:47:21,"Halo kak Refo P. Pahalaenudin terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-05-24 15:29:38,"['coba', 'sendiri', 'saja']",['coba'],['coba'],coba
"susaaaaaaah masuk nyaa, bikin pusing temen temen ,ampunn dahhh",1,0,1.3.2,2022-07-21 11:41:48,"Halo kak fat all farizie terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-05-11 14:37:06,"['susaaaaaaah', 'masuk', 'nyaa', ',', 'bikin', 'pusing', 'temen', 'temen', ',', 'ampunn', 'dahhh']","['susaaaaaaah', 'masuk', 'nyaa', 'bikin', 'pusing', 'temen', 'temen', 'ampunn', 'dahhh']","['susaaaaaaah', 'masuk', 'nyaa', 'bikin', 'pusing', 'temen', 'temen', 'ampunn', 'dahhh']",susaaaaaaah masuk nyaa bikin pusing temen temen ampunn dahhh
eror mulu,1,0,1.3.2,2022-07-21 11:38:38,"Halo kak Safari Lepong terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-05-24 15:30:46,"['eror', 'mulu']",['eror'],['eror'],eror
"aplikasi apaan, tulisannya tunggu sebentar yaa.. nunggu sampe labaran kingkong kagak masuk², lemot,jelek",1,0,,2022-07-21 11:04:08,"Halo kak Iqbal Dewanto terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-04-20 15:06:54,"['aplikasi', 'apaan', ',', 'tulisannya', 'tunggu', 'sebentar', 'yaa', '..', 'nunggu', 'sampe', 'labaran', 'kingkong', 'kagak', 'masuk²', ',', 'lemot', ',', 'jelek']","['aplikasi', 'tulisannya', 'tunggu', 'sebentar', 'yaa', '..', 'nunggu', 'labaran', 'kingkong', 'kagak', 'masuk²', 'lemot', 'jelek']","['aplikasi', 'tulis', 'tunggu', 'sebentar', 'yaa', '', 'nunggu', 'labaran', 'kingkong', 'kagak', 'masuk', 'lot', 'jelek']",aplikasi tulis tunggu sebentar yaa  nunggu labaran kingkong kagak masuk lot jelek
"payah eror mulu server down kali. ""kami akan segera kembali untuk yang terbaik untuk anda"". prett dah dari siang ampe sore. gmna mao pesen",1,0,1.3.2,2022-07-21 10:55:11,"Halo kak Angga aprillian terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-05-11 14:33:59,"['payah', 'eror', 'mulu', 'server', 'down', 'kali', '.', '``', 'kami', 'akan', 'segera', 'kembali', 'untuk', 'yang', 'terbaik', 'untuk', 'anda', ""''"", '.', 'prett', 'dah', 'dari', 'siang', 'ampe', 'sore', '.', 'gmna', 'mao', 'pesen']","['payah', 'eror', 'server', 'down', 'kali', '``', 'terbaik', ""''"", 'prett', 'dah', 'siang', 'ampe', 'sore', 'gmna', 'mao', 'pesen']","['payah', 'eror', 'server', 'down', 'kali', '', 'baik', '', 'prett', 'dah', 'siang', 'ampe', 'sore', 'gmna', 'mao', 'sen']",payah eror server down kali  baik  prett dah siang ampe sore gmna mao sen
ga jelas kemarin ngelag sekarang lagi payah ngga belajar dari kesalahan,1,0,,2022-07-21 08:58:59,"Halo kak erwi Yanto terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-05-24 15:31:36,"['ga', 'jelas', 'kemarin', 'ngelag', 'sekarang', 'lagi', 'payah', 'ngga', 'belajar', 'dari', 'kesalahan']","['kemarin', 'ngelag', 'payah', 'ngga', 'belajar', 'kesalahan']","['kemarin', 'ngelag', 'payah', 'ngga', 'ajar', 'salah']",kemarin ngelag payah ngga ajar salah
gagal masukin email terus,1,0,1.3.2,2022-07-21 08:45:55,"Halo kak Jalan2samaPapa terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-05-11 14:40:11,"['gagal', 'masukin', 'email', 'terus']","['gagal', 'masukin', 'email']","['gagal', 'masukin', 'email']",gagal masukin email
woi gabisa dibuka nih aplikasinya!!,1,0,,2022-07-21 08:00:22,"Halo kak Sung Jin-Woo terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-05-24 15:32:38,"['woi', 'gabisa', 'dibuka', 'nih', 'aplikasinya', '!', '!']","['woi', 'gabisa', 'dibuka', 'nih', 'aplikasinya', '!', '!']","['woi', 'gabisa', 'buka', 'nih', 'aplikasi', '', '']",woi gabisa buka nih aplikasi  
"setiap ada event di jis, server selalu erorrr",1,0,1.3.2,2022-07-21 08:00:01,"Halo kak Achmad Nurdiansyah terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-05-11 14:38:58,"['setiap', 'ada', 'event', 'di', 'jis', ',', 'server', 'selalu', 'erorrr']","['event', 'jis', 'server', 'erorrr']","['event', 'jis', 'server', 'erorrr']",event jis server erorrr
payah,1,0,1.3.2,2022-07-21 07:55:23,"Halo kak Ruchyat Mandagi terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-05-24 15:33:45,['payah'],['payah'],['payah'],payah
"ini ga bs login ya, bantuin min",5,1,1.3.2,2022-07-21 07:34:34,,,"['ini', 'ga', 'bs', 'login', 'ya', ',', 'bantuin', 'min']","['bs', 'login', 'bantuin', 'min']","['bs', 'login', 'bantuin', 'min']",bs login bantuin min
jelek,1,0,1.3.2,2022-07-21 07:30:25,"Halo kak Muhamad Satrio terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-05-25 14:23:14,['jelek'],['jelek'],['jelek'],jelek
aplikasi gk jelas.eror,1,0,1.3.2,2022-07-21 07:29:30,"Halo kak ferbriansyah febri terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-05-25 14:20:57,"['aplikasi', 'gk', 'jelas.eror']","['aplikasi', 'jelas.eror']","['aplikasi', 'jelas eror']",aplikasi jelas eror
bego,1,0,1.3.2,2022-07-21 07:29:17,"Halo kak agam febrian1 terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-05-25 14:23:50,['bego'],['bego'],['bego'],bego
login susah bgt woi!,1,0,1.3.2,2022-07-21 07:28:27,"Halo kak Gusnits terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-05-25 14:20:15,"['login', 'susah', 'bgt', 'woi', '!']","['login', 'susah', 'woi', '!']","['login', 'susah', 'woi', '']",login susah woi 
masukin email ngak berhasil berhasil ribetnyaaaa bug,1,0,1.3.2,2022-07-21 07:28:24,"Halo kak Benagustian terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-04-20 15:08:42,"['masukin', 'email', 'ngak', 'berhasil', 'berhasil', 'ribetnyaaaa', 'bug']","['masukin', 'email', 'ngak', 'berhasil', 'berhasil', 'ribetnyaaaa', 'bug']","['masukin', 'email', 'ngak', 'hasil', 'hasil', 'ribetnyaaaa', 'bug']",masukin email ngak hasil hasil ribetnyaaaa bug
ngelag bgt aplikasinya,2,0,1.3.2,2022-07-21 07:26:05,"Halo kak 15_Marsha Dewi Narila terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-06-12 14:43:08,"['ngelag', 'bgt', 'aplikasinya']","['ngelag', 'aplikasinya']","['ngelag', 'aplikasi']",ngelag aplikasi
lemot banget aksesnya,1,0,1.3.2,2022-07-21 07:22:01,"Halo kak Ariyadi Amri terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-05-11 14:33:06,"['lemot', 'banget', 'aksesnya']","['lemot', 'banget', 'aksesnya']","['lot', 'banget', 'akses']",lot banget akses
"loadingnya lama,ga bisa buat akun",2,0,1.3.2,2022-07-21 07:20:28,"Halo kak Muhammad Arie Buchorie terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-06-12 14:43:33,"['loadingnya', 'lama', ',', 'ga', 'bisa', 'buat', 'akun']","['loadingnya', 'akun']","['loadingnya', 'akun']",loadingnya akun
keren,5,0,1.3.2,2022-07-21 07:14:08,,,['keren'],['keren'],['keren'],keren
makin oke,5,0,1.3.2,2022-07-21 06:46:15,,,"['makin', 'oke']",['oke'],['oke'],oke
aplikasi sering eror,1,0,1.3.2,2022-07-21 06:37:46,"Halo kak Muhammad Firdauss terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-05-25 14:19:29,"['aplikasi', 'sering', 'eror']","['aplikasi', 'eror']","['aplikasi', 'eror']",aplikasi eror
error terussssssssss,1,0,1.3.2,2022-07-21 06:29:19,"Halo kak Muhamad Irvan Vadilah terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-05-25 14:22:35,"['error', 'terussssssssss']","['error', 'terussssssssss']","['error', 'terussssssssss']",error terussssssssss
keren,5,0,1.3.2,2022-07-21 06:27:42,,,['keren'],['keren'],['keren'],keren
server down. gak kuat nampung. hilih,1,0,1.3.2,2022-07-21 06:26:02,"Halo kak orang dalem terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-05-25 14:21:27,"['server', 'down', '.', 'gak', 'kuat', 'nampung', '.', 'hilih']","['server', 'down', 'kuat', 'nampung', 'hilih']","['server', 'down', 'kuat', 'nampung', 'hilih']",server down kuat nampung hilih
server down erorr kalo event besar,1,0,1.3.2,2022-07-21 06:23:35,"Halo kak Fawaz Wildhani terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-05-25 14:22:01,"['server', 'down', 'erorr', 'kalo', 'event', 'besar']","['server', 'down', 'erorr', 'event']","['server', 'down', 'erorr', 'event']",server down erorr event
eror,3,0,1.3.2,2022-07-21 06:22:07,,,['eror'],['eror'],['eror'],eror
apk burikkk ga bisa masukk tol,1,0,1.3.2,2022-07-21 06:19:59,"Halo kak EwalLawe terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-05-25 14:18:24,"['apk', 'burikkk', 'ga', 'bisa', 'masukk', 'tol']","['apk', 'burikkk', 'masukk', 'tol']","['apk', 'burikkk', 'masukk', 'tol']",apk burikkk masukk tol
server nya down!,5,0,1.3.2,2022-07-21 06:06:28,,,"['server', 'nya', 'down', '!']","['server', 'down', '!']","['server', 'down', '']",server down 
"saya sudah download trus nyoba buat daftar akun tapi ga bisa2 daftar akun nya selalu ada tulisan ""tunggu beberapa saat kami akan menghubungi anda"" knp ya itu kalu boleh tau?",1,0,1.3.2,2022-07-21 06:04:42,"Halo kak Vilda Wiguna Official terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-04-06 15:14:42,"['saya', 'sudah', 'download', 'trus', 'nyoba', 'buat', 'daftar', 'akun', 'tapi', 'ga', 'bisa2', 'daftar', 'akun', 'nya', 'selalu', 'ada', 'tulisan', '``', 'tunggu', 'beberapa', 'saat', 'kami', 'akan', 'menghubungi', 'anda', ""''"", 'knp', 'ya', 'itu', 'kalu', 'boleh', 'tau', '?']","['download', 'trus', 'nyoba', 'daftar', 'akun', 'bisa2', 'daftar', 'akun', 'tulisan', '``', 'tunggu', 'menghubungi', ""''"", 'knp', 'kalu', 'tau', '?']","['download', 'trus', 'nyoba', 'daftar', 'akun', 'bisa2', 'daftar', 'akun', 'tulis', '', 'tunggu', 'hubung', '', 'knp', 'kalu', 'tau', '']",download trus nyoba daftar akun bisa2 daftar akun tulis  tunggu hubung  knp kalu tau 
sangat bagus,4,0,1.3.2,2022-07-21 05:59:53,,,"['sangat', 'bagus']",['bagus'],['bagus'],bagus
blm juga mulai event nya dah error aja,5,0,,2022-07-21 05:49:45,,,"['blm', 'juga', 'mulai', 'event', 'nya', 'dah', 'error', 'aja']","['blm', 'event', 'dah', 'error']","['blm', 'event', 'dah', 'error']",blm event dah error
sangat baik dan pleksibel,5,0,,2022-07-21 03:09:13,,,"['sangat', 'baik', 'dan', 'pleksibel']",['pleksibel'],['pleksibel'],pleksibel
ok....cuy,5,0,1.2.8,2022-07-20 13:28:12,,,"['ok', '....', 'cuy']","['....', 'cuy']","['', 'cuy']", cuy
bismillah dapet tiket grand launching jis,5,1,,2022-07-19 11:48:56,,,"['bismillah', 'dapet', 'tiket', 'grand', 'launching', 'jis']","['bismillah', 'dapet', 'tiket', 'grand', 'launching', 'jis']","['bismillah', 'dapet', 'tiket', 'grand', 'launching', 'jis']",bismillah dapet tiket grand launching jis
aplikasinya gak bisa dibuka,1,0,1.3.2,2022-07-19 11:18:07,"Halo kak bang sayuti terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-04-09 13:17:19,"['aplikasinya', 'gak', 'bisa', 'dibuka']","['aplikasinya', 'dibuka']","['aplikasi', 'buka']",aplikasi buka
"program yang bagus dan menarik tapi tolong jak14 jurusan meruya-tnabang tambahkan, udah ditunggu belum datang datang, pas datang kadang dah penuh, daripada hati kesel istigfar aja, astagfirullah",5,0,,2022-07-18 11:59:20,,,"['program', 'yang', 'bagus', 'dan', 'menarik', 'tapi', 'tolong', 'jak14', 'jurusan', 'meruya-tnabang', 'tambahkan', ',', 'udah', 'ditunggu', 'belum', 'datang', 'datang', ',', 'pas', 'datang', 'kadang', 'dah', 'penuh', ',', 'daripada', 'hati', 'kesel', 'istigfar', 'aja', ',', 'astagfirullah']","['program', 'bagus', 'menarik', 'tolong', 'jak14', 'jurusan', 'meruya-tnabang', 'tambahkan', 'ditunggu', 'pas', 'kadang', 'dah', 'penuh', 'hati', 'kesel', 'istigfar', 'astagfirullah']","['program', 'bagus', 'tarik', 'tolong', 'jak14', 'jurus', 'meruya-tnabang', 'tambah', 'tunggu', 'pas', 'kadang', 'dah', 'penuh', 'hati', 'kesel', 'istigfar', 'astagfirullah']",program bagus tarik tolong jak14 jurus meruya-tnabang tambah tunggu pas kadang dah penuh hati kesel istigfar astagfirullah
"sayang trafi tidak bisa dipakai lagi di indonesia, jadi terpaksa pakai aplikasi jelek ini",1,1,1.3.1,2022-07-18 02:39:25,"Halo kak Masagus Hariadi Arief terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-04-09 13:20:23,"['sayang', 'trafi', 'tidak', 'bisa', 'dipakai', 'lagi', 'di', 'indonesia', ',', 'jadi', 'terpaksa', 'pakai', 'aplikasi', 'jelek', 'ini']","['sayang', 'trafi', 'dipakai', 'indonesia', 'terpaksa', 'pakai', 'aplikasi', 'jelek']","['sayang', 'trafi', 'pakai', 'indonesia', 'paksa', 'pakai', 'aplikasi', 'jelek']",sayang trafi pakai indonesia paksa pakai aplikasi jelek
makasìh,5,0,1.3.1,2022-07-16 13:35:29,"Halo kak yaedi hatami terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-04-19 14:51:12,['makasìh'],['makasìh'],['makas h'],makas h
oke,5,0,1.3.1,2022-07-16 09:12:50,"Halo kak Lioe Tjun liong terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-04-19 14:57:41,['oke'],['oke'],['oke'],oke
ternyata ribet,1,0,1.3.1,2022-07-16 05:27:56,"Halo kak Siska Elvinna terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-04-18 15:16:22,"['ternyata', 'ribet']",['ribet'],['ribet'],ribet
